
2021-01-22T19:46:39.574598,1,oximeter,collected
2021-01-22T19:46:39.576949,1,oximeter,sent
2021-01-22T19:46:40.562375,2,oximeter,collected
2021-01-22T19:46:40.563227,2,oximeter,sent
2021-01-22T19:46:41.565134,3,oximeter,collected
2021-01-22T19:46:41.565508,3,oximeter,sensor accuracy fail
2021-01-22T19:46:42.564271,4,oximeter,collected
2021-01-22T19:46:42.564570,4,oximeter,sensor accuracy fail
2021-01-22T19:46:43.563847,5,oximeter,collected
2021-01-22T19:46:43.564324,5,oximeter,sent
2021-01-22T19:46:44.563036,6,oximeter,collected
2021-01-22T19:46:44.563234,6,oximeter,sensor accuracy fail
2021-01-22T19:46:45.562424,7,oximeter,collected
2021-01-22T19:46:45.562541,7,oximeter,sensor accuracy fail
2021-01-22T19:46:46.560127,8,oximeter,off
2021-01-22T19:46:56.560173,8,oximeter,on
2021-01-22T19:46:56.564973,8,oximeter,collected
2021-01-22T19:46:56.565273,8,oximeter,sent
2021-01-22T19:46:57.563165,9,oximeter,collected
2021-01-22T19:46:57.563382,9,oximeter,sensor accuracy fail
2021-01-22T19:46:58.564061,10,oximeter,collected
2021-01-22T19:46:58.564426,10,oximeter,sent
2021-01-22T19:46:59.563639,11,oximeter,collected
2021-01-22T19:46:59.563967,11,oximeter,sent
2021-01-22T19:47:00.563406,12,oximeter,collected
2021-01-22T19:47:00.563804,12,oximeter,sent
2021-01-22T19:47:01.563194,13,oximeter,collected
2021-01-22T19:47:01.563588,13,oximeter,sent
2021-01-22T19:47:02.560219,14,oximeter,off
2021-01-22T19:47:12.560123,14,oximeter,on
2021-01-22T19:47:12.563599,14,oximeter,collected
2021-01-22T19:47:12.563975,14,oximeter,sensor accuracy fail
2021-01-22T19:47:13.563636,15,oximeter,collected
2021-01-22T19:47:13.563914,15,oximeter,sensor accuracy fail
2021-01-22T19:47:14.564121,16,oximeter,collected
2021-01-22T19:47:14.564471,16,oximeter,sent
2021-01-22T19:47:15.564062,17,oximeter,collected
2021-01-22T19:47:15.564523,17,oximeter,sent
2021-01-22T19:47:16.564259,18,oximeter,collected
2021-01-22T19:47:16.564521,18,oximeter,sensor accuracy fail
2021-01-22T19:47:17.564252,19,oximeter,collected
2021-01-22T19:47:17.564672,19,oximeter,sent
2021-01-22T19:47:18.563214,20,oximeter,collected
2021-01-22T19:47:18.563697,20,oximeter,sent
2021-01-22T19:47:19.560196,21,oximeter,off
2021-01-22T19:47:29.560192,21,oximeter,on
2021-01-22T19:47:29.564309,21,oximeter,collected
2021-01-22T19:47:29.564601,21,oximeter,sensor accuracy fail
2021-01-22T19:47:30.563158,22,oximeter,collected
2021-01-22T19:47:30.563533,22,oximeter,sensor accuracy fail
2021-01-22T19:47:31.564178,23,oximeter,collected
2021-01-22T19:47:31.564506,23,oximeter,sent
2021-01-22T19:47:32.564176,24,oximeter,collected
2021-01-22T19:47:32.564295,24,oximeter,sensor accuracy fail
2021-01-22T19:47:33.563989,25,oximeter,collected
2021-01-22T19:47:33.564374,25,oximeter,sent
2021-01-22T19:47:34.563691,26,oximeter,collected
2021-01-22T19:47:34.564056,26,oximeter,sent
2021-01-22T19:47:35.563528,27,oximeter,collected
2021-01-22T19:47:35.563946,27,oximeter,sent
2021-01-22T19:47:36.560128,28,oximeter,off
