
2021-01-22T04:56:48.543862,2,oximeter,processed
2021-01-22T04:56:48.544075,2,oximeter,detected
2021-01-22T04:56:48.544728,2,oximeter,persisted
2021-01-22T04:56:48.943929,2,ecg,processed
2021-01-22T04:56:48.944077,2,ecg,detected
2021-01-22T04:56:48.944225,2,ecg,persisted
2021-01-22T04:56:49.344137,2,thermometer,processed
2021-01-22T04:56:49.344355,2,thermometer,detected
2021-01-22T04:56:49.344893,2,thermometer,persisted
2021-01-22T04:56:49.544271,3,oximeter,processed
2021-01-22T04:56:49.544437,3,oximeter,detected
2021-01-22T04:56:49.544807,3,oximeter,persisted
2021-01-22T04:56:49.944371,3,ecg,processed
2021-01-22T04:56:49.944576,3,ecg,detected
2021-01-22T04:56:49.945226,3,ecg,persisted
2021-01-22T04:56:50.344571,3,thermometer,processed
2021-01-22T04:56:50.344751,3,thermometer,detected
2021-01-22T04:56:50.345293,3,thermometer,persisted
2021-01-22T04:56:50.544633,4,oximeter,processed
2021-01-22T04:56:50.544807,4,oximeter,detected
2021-01-22T04:56:50.545258,4,oximeter,persisted
2021-01-22T04:56:50.944799,4,ecg,processed
2021-01-22T04:56:50.944957,4,ecg,detected
2021-01-22T04:56:50.945492,4,ecg,persisted
2021-01-22T04:56:51.344856,4,thermometer,processed
2021-01-22T04:56:51.344996,4,thermometer,detected
2021-01-22T04:56:51.345208,4,thermometer,persisted
2021-01-22T04:56:51.544955,5,oximeter,processed
2021-01-22T04:56:51.545070,5,oximeter,detected
2021-01-22T04:56:51.545306,5,oximeter,persisted
2021-01-22T04:56:51.945166,5,ecg,processed
2021-01-22T04:56:51.945384,5,ecg,detected
2021-01-22T04:56:51.945862,5,ecg,persisted
2021-01-22T04:56:52.345253,5,thermometer,processed
2021-01-22T04:56:52.345374,5,thermometer,detected
2021-01-22T04:56:52.345710,5,thermometer,persisted
2021-01-22T04:56:52.545364,6,oximeter,processed
2021-01-22T04:56:52.545485,6,oximeter,detected
2021-01-22T04:56:52.545874,6,oximeter,persisted
2021-01-22T04:56:52.945584,6,ecg,processed
2021-01-22T04:56:52.945828,6,ecg,detected
2021-01-22T04:56:52.946263,6,ecg,persisted
2021-01-22T04:56:53.545805,7,oximeter,processed
2021-01-22T04:56:53.546008,7,oximeter,detected
2021-01-22T04:56:53.546214,7,oximeter,persisted
2021-01-22T04:57:03.349973,6,thermometer,processed
2021-01-22T04:57:03.350199,6,thermometer,detected
2021-01-22T04:57:03.350435,6,thermometer,persisted
2021-01-22T04:57:03.950237,7,ecg,processed
2021-01-22T04:57:03.950435,7,ecg,detected
2021-01-22T04:57:03.950977,7,ecg,persisted
2021-01-22T04:57:04.350418,7,thermometer,processed
2021-01-22T04:57:04.350635,7,thermometer,detected
2021-01-22T04:57:04.350878,7,thermometer,persisted
2021-01-22T04:57:04.550402,8,oximeter,processed
2021-01-22T04:57:04.550525,8,oximeter,detected
2021-01-22T04:57:04.550766,8,oximeter,persisted
2021-01-22T04:57:04.950612,8,ecg,processed
2021-01-22T04:57:04.950792,8,ecg,detected
2021-01-22T04:57:04.951374,8,ecg,persisted
2021-01-22T04:57:05.350762,8,thermometer,processed
2021-01-22T04:57:05.350977,8,thermometer,detected
2021-01-22T04:57:05.351443,8,thermometer,persisted
2021-01-22T04:57:05.550808,9,oximeter,processed
2021-01-22T04:57:05.550921,9,oximeter,detected
2021-01-22T04:57:05.551051,9,oximeter,persisted
2021-01-22T04:57:05.951052,9,ecg,processed
2021-01-22T04:57:05.951260,9,ecg,detected
2021-01-22T04:57:05.951729,9,ecg,persisted
2021-01-22T04:57:06.351201,9,thermometer,processed
2021-01-22T04:57:06.351377,9,thermometer,detected
2021-01-22T04:57:06.351846,9,thermometer,persisted
2021-01-22T04:57:06.551283,10,oximeter,processed
2021-01-22T04:57:06.551392,10,oximeter,detected
2021-01-22T04:57:06.551715,10,oximeter,persisted
2021-01-22T04:57:06.951493,10,ecg,processed
2021-01-22T04:57:06.951712,10,ecg,detected
2021-01-22T04:57:06.951930,10,ecg,persisted
2021-01-22T04:57:07.351605,10,thermometer,processed
2021-01-22T04:57:07.351779,10,thermometer,detected
2021-01-22T04:57:07.352257,10,thermometer,persisted
2021-01-22T04:57:07.551635,11,oximeter,processed
2021-01-22T04:57:07.551749,11,oximeter,detected
2021-01-22T04:57:07.551927,11,oximeter,persisted
2021-01-22T04:57:07.951837,11,ecg,processed
2021-01-22T04:57:07.952021,11,ecg,detected
2021-01-22T04:57:07.952442,11,ecg,persisted
2021-01-22T04:57:08.552038,12,oximeter,processed
2021-01-22T04:57:08.552238,12,oximeter,detected
2021-01-22T04:57:08.552558,12,oximeter,persisted
2021-01-22T04:57:08.952191,12,ecg,processed
2021-01-22T04:57:08.952358,12,ecg,detected
2021-01-22T04:57:08.952810,12,ecg,persisted
2021-01-22T04:57:09.552451,13,oximeter,processed
2021-01-22T04:57:09.552566,13,oximeter,detected
2021-01-22T04:57:09.552726,13,oximeter,persisted
2021-01-22T04:57:10.552893,14,oximeter,processed
2021-01-22T04:57:10.553080,14,oximeter,detected
2021-01-22T04:57:10.553407,14,oximeter,persisted
2021-01-22T04:57:18.355962,11,thermometer,processed
2021-01-22T04:57:18.356167,11,thermometer,detected
2021-01-22T04:57:18.356633,11,thermometer,persisted
2021-01-22T04:57:19.356384,12,thermometer,processed
2021-01-22T04:57:19.356597,12,thermometer,detected
2021-01-22T04:57:19.357007,12,thermometer,persisted
2021-01-22T04:57:19.956676,13,ecg,processed
2021-01-22T04:57:19.956882,13,ecg,detected
2021-01-22T04:57:19.957447,13,ecg,persisted
2021-01-22T04:57:20.356780,13,thermometer,processed
2021-01-22T04:57:20.356957,13,thermometer,detected
2021-01-22T04:57:20.357346,13,thermometer,persisted
2021-01-22T04:57:20.957053,14,ecg,processed
2021-01-22T04:57:20.957217,14,ecg,detected
2021-01-22T04:57:20.957394,14,ecg,persisted
2021-01-22T04:57:21.357307,14,thermometer,processed
2021-01-22T04:57:21.357522,14,thermometer,detected
2021-01-22T04:57:21.359412,14,thermometer,persisted
2021-01-22T04:57:21.557265,15,oximeter,processed
2021-01-22T04:57:21.557383,15,oximeter,detected
2021-01-22T04:57:21.557911,15,oximeter,persisted
2021-01-22T04:57:21.957443,15,ecg,processed
2021-01-22T04:57:21.957669,15,ecg,detected
2021-01-22T04:57:21.957973,15,ecg,persisted
